type,ts,symbol_id,mid,account_id,side
T,1700000002670,0,,86,-1
Q,1700000002671,0,1.108016,,
Q,1700000002671,1,150.000457,,
T,1700000002671,1,,27,-1
Q,1700000002672,0,1.108014,,
Q,1700000002672,1,150.001859,,
T,1700000002672,0,,235,1
Q,1700000002673,0,1.108019,,
Q,1700000002673,1,150.000966,,
T,1700000002673,0,,254,1
Q,1700000002674,0,1.108024,,
Q,1700000002674,1,149.999453,,
T,1700000002674,1,,120,-1
Q,1700000002675,0,1.108028,,
Q,1700000002675,1,150.000415,,
T,1700000002675,1,,174,1
Q,1700000002676,0,1.108023,,
Q,1700000002676,1,149.998515,,
T,1700000002676,0,,156,1
Q,1700000002677,0,1.108026,,
Q,1700000002677,1,150.000618,,
T,1700000002677,1,,275,-1
Q,1700000002678,0,1.108034,,
Q,1700000002678,1,150.001706,,
T,1700000002678,0,,295,-1
Q,1700000002679,0,1.108039,,
Q,1700000002679,1,150.001063,,
T,1700000002679,1,,45,1
Q,1700000002680,0,1.108042,,
Q,1700000002680,1,150.002600,,
T,1700000002680,1,,30,-1
Q,1700000002681,0,1.108042,,
Q,1700000002681,1,149.999359,,
T,1700000002681,1,,121,-1
Q,1700000002682,0,1.108050,,
Q,1700000002682,1,150.001481,,
T,1700000002682,0,,140,-1
Q,1700000002683,0,1.108049,,
Q,1700000002683,1,149.997228,,
T,1700000002683,0,,184,-1
Q,1700000002684,0,1.108051,,
Q,1700000002684,1,150.001223,,
T,1700000002684,0,,212,1
Q,1700000002685,0,1.108056,,
Q,1700000002685,1,149.998519,,
T,1700000002685,1,,88,1
Q,1700000002686,0,1.108063,,
Q,1700000002686,1,150.001969,,
T,1700000002686,0,,10,-1
Q,1700000002687,0,1.108054,,
Q,1700000002687,1,150.001997,,
T,1700000002687,0,,175,1
Q,1700000002688,0,1.108062,,
Q,1700000002688,1,149.999364,,
T,1700000002688,0,,278,-1
Q,1700000002689,0,1.108066,,
Q,1700000002689,1,149.998538,,
T,1700000002689,1,,0,1
Q,1700000002690,0,1.108070,,
Q,1700000002690,1,150.000508,,
T,1700000002690,1,,154,1
Q,1700000002691,0,1.108075,,
Q,1700000002691,1,150.001497,,
T,1700000002691,0,,51,-1
Q,1700000002692,0,1.108076,,
Q,1700000002692,1,149.998891,,
T,1700000002692,0,,209,1
Q,1700000002693,0,1.108077,,
Q,1700000002693,1,149.999186,,
T,1700000002693,1,,175,1
Q,1700000002694,0,1.108081,,
Q,1700000002694,1,149.999641,,
T,1700000002694,1,,98,-1
Q,1700000002695,0,1.108083,,
Q,1700000002695,1,150.001789,,
T,1700000002695,1,,258,1
Q,1700000002696,0,1.108091,,
Q,1700000002696,1,150.000977,,
T,1700000002696,0,,238,1
Q,1700000002697,0,1.108090,,
Q,1700000002697,1,149.999708,,
T,1700000002697,1,,12,-1
Q,1700000002698,0,1.108094,,
Q,1700000002698,1,149.998796,,
T,1700000002698,0,,68,1
Q,1700000002699,0,1.108100,,
Q,1700000002699,1,150.001484,,
T,1700000002699,0,,162,-1
Q,1700000002700,0,1.108097,,
Q,1700000002700,1,150.003062,,
T,1700000002700,1,,17,1
Q,1700000002701,0,1.108099,,
Q,1700000002701,1,149.999035,,
T,1700000002701,0,,63,-1
Q,1700000002702,0,1.108106,,
Q,1700000002702,1,150.001981,,
T,1700000002702,0,,15,1
Q,1700000002703,0,1.108111,,
Q,1700000002703,1,150.001625,,
T,1700000002703,1,,273,1
Q,1700000002704,0,1.108114,,
Q,1700000002704,1,149.998598,,
T,1700000002704,1,,146,-1
Q,1700000002705,0,1.108119,,
Q,1700000002705,1,150.000060,,
T,1700000002705,0,,218,-1
Q,1700000002706,0,1.108117,,
Q,1700000002706,1,149.999601,,
T,1700000002706,0,,272,-1
Q,1700000002707,0,1.108123,,
Q,1700000002707,1,149.998466,,
T,1700000002707,1,,278,1
Q,1700000002708,0,1.108125,,
Q,1700000002708,1,150.000483,,
T,1700000002708,0,,257,-1
Q,1700000002709,0,1.108125,,
Q,1700000002709,1,149.999708,,
T,1700000002709,1,,192,1
Q,1700000002710,0,1.108130,,
Q,1700000002710,1,149.999890,,
T,1700000002710,0,,114,1
Q,1700000002711,0,1.108130,,
Q,1700000002711,1,149.999895,,
T,1700000002711,1,,164,-1
Q,1700000002712,0,1.108134,,
Q,1700000002712,1,150.003347,,
T,1700000002712,1,,95,-1
Q,1700000002713,0,1.108141,,
Q,1700000002713,1,149.999183,,
T,1700000002713,0,,116,1
Q,1700000002714,0,1.108145,,
Q,1700000002714,1,149.999999,,
T,1700000002714,0,,60,-1
Q,1700000002715,0,1.108142,,
Q,1700000002715,1,149.998909,,
T,1700000002715,1,,33,-1
Q,1700000002716,0,1.108149,,
Q,1700000002716,1,150.000603,,
T,1700000002716,0,,78,-1
Q,1700000002717,0,1.108150,,
Q,1700000002717,1,150.000918,,
T,1700000002717,0,,79,1
Q,1700000002718,0,1.108155,,
Q,1700000002718,1,150.002644,,
T,1700000002718,0,,47,1
Q,1700000002719,0,1.108155,,
Q,1700000002719,1,149.998989,,
T,1700000002719,0,,78,1
Q,1700000002720,0,1.108162,,
Q,1700000002720,1,149.999025,,
T,1700000002720,0,,46,1
Q,1700000002721,0,1.108163,,
Q,1700000002721,1,149.997869,,
T,1700000002721,0,,65,1
Q,1700000002722,0,1.108169,,
Q,1700000002722,1,150.000919,,
T,1700000002722,1,,112,-1
Q,1700000002723,0,1.108165,,
Q,1700000002723,1,150.000086,,
T,1700000002723,0,,84,-1
Q,1700000002724,0,1.108173,,
Q,1700000002724,1,150.001512,,
T,1700000002724,0,,151,-1
Q,1700000002725,0,1.108174,,
Q,1700000002725,1,150.001690,,
T,1700000002725,0,,217,1
Q,1700000002726,0,1.108180,,
Q,1700000002726,1,149.998411,,
T,1700000002726,1,,278,-1
Q,1700000002727,0,1.108183,,
Q,1700000002727,1,150.000382,,
T,1700000002727,1,,135,-1
Q,1700000002728,0,1.108184,,
Q,1700000002728,1,150.000570,,
T,1700000002728,1,,151,-1
Q,1700000002729,0,1.108189,,
Q,1700000002729,1,149.997676,,
T,1700000002729,1,,242,-1
Q,1700000002730,0,1.108188,,
Q,1700000002730,1,149.998471,,
T,1700000002730,1,,122,-1
Q,1700000002731,0,1.108194,,
Q,1700000002731,1,149.997319,,
T,1700000002731,1,,102,1
Q,1700000002732,0,1.108197,,
Q,1700000002732,1,150.001864,,
T,1700000002732,0,,225,1
Q,1700000002733,0,1.108198,,
Q,1700000002733,1,150.001816,,
T,1700000002733,1,,279,-1
Q,1700000002734,0,1.108204,,
Q,1700000002734,1,149.997726,,
T,1700000002734,1,,186,1
Q,1700000002735,0,1.108204,,
Q,1700000002735,1,149.997785,,
T,1700000002735,1,,256,-1
Q,1700000002736,0,1.108209,,
Q,1700000002736,1,150.001906,,
T,1700000002736,0,,91,1
Q,1700000002737,0,1.108213,,
Q,1700000002737,1,149.998923,,
T,1700000002737,1,,132,-1
Q,1700000002738,0,1.108213,,
Q,1700000002738,1,150.000585,,
T,1700000002738,0,,204,1
Q,1700000002739,0,1.108220,,
Q,1700000002739,1,149.999137,,
T,1700000002739,0,,173,1
Q,1700000002740,0,1.108223,,
Q,1700000002740,1,149.999551,,
T,1700000002740,0,,79,-1
Q,1700000002741,0,1.108221,,
Q,1700000002741,1,150.002106,,
T,1700000002741,0,,3,-1
Q,1700000002742,0,1.108223,,
Q,1700000002742,1,150.001396,,
T,1700000002742,0,,224,-1
Q,1700000002743,0,1.108231,,
Q,1700000002743,1,150.000358,,
T,1700000002743,1,,248,-1
Q,1700000002744,0,1.108236,,
Q,1700000002744,1,149.996278,,
T,1700000002744,1,,216,1
Q,1700000002745,0,1.108235,,
Q,1700000002745,1,149.999905,,
T,1700000002745,1,,82,-1
Q,1700000002746,0,1.108235,,
Q,1700000002746,1,149.998253,,
T,1700000002746,1,,232,1
Q,1700000002747,0,1.108241,,
Q,1700000002747,1,150.001579,,
T,1700000002747,1,,36,1
Q,1700000002748,0,1.108245,,
Q,1700000002748,1,150.000307,,
T,1700000002748,1,,282,1
Q,1700000002749,0,1.108247,,
Q,1700000002749,1,150.000697,,
T,1700000002749,0,,32,-1
Q,1700000002750,0,1.108251,,
Q,1700000002750,1,149.997406,,
T,1700000002750,0,,191,1
Q,1700000002751,0,1.108255,,
Q,1700000002751,1,149.997011,,
T,1700000002751,1,,187,1
Q,1700000002752,0,1.108257,,
Q,1700000002752,1,149.998842,,
T,1700000002752,1,,182,-1
Q,1700000002753,0,1.108259,,
Q,1700000002753,1,149.999375,,
T,1700000002753,1,,274,-1
Q,1700000002754,0,1.108263,,
Q,1700000002754,1,150.000495,,
T,1700000002754,0,,255,-1
Q,1700000002755,0,1.108267,,
Q,1700000002755,1,150.000463,,
T,1700000002755,1,,160,1
Q,1700000002756,0,1.108266,,
Q,1700000002756,1,150.001358,,
T,1700000002756,1,,170,1
Q,1700000002757,0,1.108273,,
Q,1700000002757,1,150.002024,,
T,1700000002757,1,,220,1
Q,1700000002758,0,1.108274,,
Q,1700000002758,1,150.000636,,
T,1700000002758,1,,290,1
Q,1700000002759,0,1.108277,,
Q,1700000002759,1,150.000071,,
T,1700000002759,1,,135,-1
Q,1700000002760,0,1.108280,,
Q,1700000002760,1,149.997840,,
T,1700000002760,1,,54,-1
Q,1700000002761,0,1.108284,,
Q,1700000002761,1,149.999167,,
T,1700000002761,0,,135,1
Q,1700000002762,0,1.108288,,
Q,1700000002762,1,150.000032,,
T,1700000002762,0,,188,1
Q,1700000002763,0,1.108291,,
Q,1700000002763,1,149.999808,,
T,1700000002763,0,,66,-1
Q,1700000002764,0,1.108291,,
Q,1700000002764,1,150.001837,,
T,1700000002764,1,,264,-1
Q,1700000002765,0,1.108293,,
Q,1700000002765,1,149.999273,,
T,1700000002765,1,,37,1
Q,1700000002766,0,1.108301,,
Q,1700000002766,1,150.000427,,
T,1700000002766,1,,3,1
Q,1700000002767,0,1.108299,,
Q,1700000002767,1,150.000013,,
T,1700000002767,0,,116,1
Q,1700000002768,0,1.108307,,
Q,1700000002768,1,149.998146,,
T,1700000002768,0,,13,1
Q,1700000002769,0,1.108305,,
Q,1700000002769,1,150.000548,,
T,1700000002769,1,,260,-1
Q,1700000002770,0,1.108307,,
Q,1700000002770,1,150.000906,,
T,1700000002770,1,,212,-1
Q,1700000002771,0,1.108313,,
Q,1700000002771,1,149.998200,,
T,1700000002771,1,,50,1
Q,1700000002772,0,1.108314,,
Q,1700000002772,1,150.002050,,
T,1700000002772,0,,234,-1
Q,1700000002773,0,1.108319,,
Q,1700000002773,1,150.000126,,
T,1700000002773,1,,153,-1
Q,1700000002774,0,1.108322,,
Q,1700000002774,1,150.000091,,
T,1700000002774,0,,99,-1
Q,1700000002775,0,1.108327,,
Q,1700000002775,1,149.999825,,
T,1700000002775,0,,186,1
Q,1700000002776,0,1.108326,,
Q,1700000002776,1,149.998940,,
T,1700000002776,1,,113,1
Q,1700000002777,0,1.108334,,
Q,1700000002777,1,150.002379,,
T,1700000002777,1,,218,1
Q,1700000002778,0,1.108333,,
Q,1700000002778,1,149.997721,,
T,1700000002778,1,,207,1
Q,1700000002779,0,1.108336,,
Q,1700000002779,1,150.000444,,
T,1700000002779,0,,149,1
Q,1700000002780,0,1.108339,,
Q,1700000002780,1,150.002220,,
T,1700000002780,0,,127,1
Q,1700000002781,0,1.108343,,
Q,1700000002781,1,150.001530,,
T,1700000002781,1,,189,-1
Q,1700000002782,0,1.108347,,
Q,1700000002782,1,150.000961,,
T,1700000002782,0,,209,1
Q,1700000002783,0,1.108347,,
Q,1700000002783,1,150.001214,,
T,1700000002783,1,,27,-1
Q,1700000002784,0,1.108352,,
Q,1700000002784,1,149.998850,,
T,1700000002784,1,,185,-1
Q,1700000002785,0,1.108355,,
Q,1700000002785,1,149.999234,,
T,1700000002785,0,,4,-1
Q,1700000002786,0,1.108359,,
Q,1700000002786,1,150.000603,,
T,1700000002786,0,,274,1
Q,1700000002787,0,1.108359,,
Q,1700000002787,1,149.998686,,
T,1700000002787,0,,93,1
Q,1700000002788,0,1.108365,,
Q,1700000002788,1,150.001296,,
T,1700000002788,1,,263,-1
Q,1700000002789,0,1.108369,,
Q,1700000002789,1,150.002235,,
T,1700000002789,1,,81,-1
Q,1700000002790,0,1.108370,,
Q,1700000002790,1,150.001357,,
T,1700000002790,1,,39,-1
Q,1700000002791,0,1.108375,,
Q,1700000002791,1,149.998126,,
T,1700000002791,1,,263,-1
Q,1700000002792,0,1.108376,,
Q,1700000002792,1,150.003356,,
T,1700000002792,0,,298,-1
Q,1700000002793,0,1.108377,,
Q,1700000002793,1,150.002497,,
T,1700000002793,0,,109,1
Q,1700000002794,0,1.108384,,
Q,1700000002794,1,149.997771,,
T,1700000002794,0,,26,-1
Q,1700000002795,0,1.108382,,
Q,1700000002795,1,149.998965,,
T,1700000002795,0,,103,-1
Q,1700000002796,0,1.108383,,
Q,1700000002796,1,149.998731,,
T,1700000002796,1,,62,-1
Q,1700000002797,0,1.108390,,
Q,1700000002797,1,149.996369,,
T,1700000002797,1,,157,-1
Q,1700000002798,0,1.108395,,
Q,1700000002798,1,150.001167,,
T,1700000002798,0,,280,1
Q,1700000002799,0,1.108399,,
Q,1700000002799,1,149.999680,,
T,1700000002799,0,,45,-1
Q,1700000002800,0,1.108399,,
Q,1700000002800,1,150.000479,,
T,1700000002800,1,,112,1
Q,1700000002801,0,1.108403,,
Q,1700000002801,1,150.001971,,
T,1700000002801,1,,242,1
Q,1700000002802,0,1.108406,,
Q,1700000002802,1,149.999564,,
T,1700000002802,0,,45,1
Q,1700000002803,0,1.108409,,
Q,1700000002803,1,149.997814,,
T,1700000002803,0,,78,-1
Q,1700000002804,0,1.108413,,
Q,1700000002804,1,150.000883,,
T,1700000002804,0,,227,1
Q,1700000002805,0,1.108417,,
Q,1700000002805,1,150.000844,,
T,1700000002805,1,,109,1
Q,1700000002806,0,1.108418,,
Q,1700000002806,1,150.000261,,
T,1700000002806,1,,239,1
Q,1700000002807,0,1.108424,,
Q,1700000002807,1,149.997955,,
T,1700000002807,1,,89,-1
Q,1700000002808,0,1.108425,,
Q,1700000002808,1,150.000355,,
T,1700000002808,1,,108,-1
Q,1700000002809,0,1.108428,,
Q,1700000002809,1,150.001457,,
T,1700000002809,1,,109,-1
Q,1700000002810,0,1.108429,,
Q,1700000002810,1,150.001876,,
T,1700000002810,1,,5,-1
Q,1700000002811,0,1.108434,,
Q,1700000002811,1,149.995718,,
T,1700000002811,1,,225,1
Q,1700000002812,0,1.108435,,
Q,1700000002812,1,149.999641,,
T,1700000002812,1,,262,-1
Q,1700000002813,0,1.108438,,
Q,1700000002813,1,149.999819,,
T,1700000002813,0,,119,-1
Q,1700000002814,0,1.108443,,
Q,1700000002814,1,150.001197,,
T,1700000002814,0,,132,-1
Q,1700000002815,0,1.108441,,
Q,1700000002815,1,149.999735,,
T,1700000002815,0,,85,-1
Q,1700000002816,0,1.108449,,
Q,1700000002816,1,149.999321,,
T,1700000002816,1,,142,1
Q,1700000002817,0,1.108450,,
Q,1700000002817,1,149.999551,,
T,1700000002817,1,,232,1
Q,1700000002818,0,1.108456,,
Q,1700000002818,1,150.002069,,
T,1700000002818,0,,257,-1
Q,1700000002819,0,1.108457,,
Q,1700000002819,1,150.001999,,
T,1700000002819,0,,281,-1
Q,1700000002820,0,1.108463,,
Q,1700000002820,1,150.003004,,
T,1700000002820,0,,246,1
Q,1700000002821,0,1.108465,,
Q,1700000002821,1,150.000054,,
T,1700000002821,0,,193,1
Q,1700000002822,0,1.108464,,
Q,1700000002822,1,149.998998,,
T,1700000002822,0,,296,1
Q,1700000002823,0,1.108469,,
Q,1700000002823,1,149.999592,,
T,1700000002823,0,,209,1
Q,1700000002824,0,1.108470,,
Q,1700000002824,1,149.998605,,
T,1700000002824,1,,70,-1
Q,1700000002825,0,1.108474,,
Q,1700000002825,1,149.997918,,
T,1700000002825,1,,227,1
Q,1700000002826,0,1.108480,,
Q,1700000002826,1,150.002438,,
T,1700000002826,1,,90,-1
Q,1700000002827,0,1.108479,,
Q,1700000002827,1,149.999067,,
T,1700000002827,1,,91,1
Q,1700000002828,0,1.108488,,
Q,1700000002828,1,150.001305,,
T,1700000002828,1,,134,1
Q,1700000002829,0,1.108487,,
Q,1700000002829,1,149.999726,,
T,1700000002829,0,,2,-1
Q,1700000002830,0,1.108491,,
Q,1700000002830,1,149.999439,,
T,1700000002830,1,,153,1
Q,1700000002831,0,1.108495,,
Q,1700000002831,1,149.998276,,
T,1700000002831,0,,192,-1
Q,1700000002832,0,1.108498,,
Q,1700000002832,1,149.999408,,
T,1700000002832,1,,276,1
Q,1700000002833,0,1.108500,,
Q,1700000002833,1,150.000017,,
T,1700000002833,1,,176,-1
Q,1700000002834,0,1.108499,,
Q,1700000002834,1,150.000444,,
T,1700000002834,1,,172,-1
Q,1700000002835,0,1.108503,,
Q,1700000002835,1,150.001745,,
T,1700000002835,0,,86,-1
Q,1700000002836,0,1.108509,,
Q,1700000002836,1,149.997324,,
T,1700000002836,1,,66,-1
Q,1700000002837,0,1.108511,,
Q,1700000002837,1,150.000053,,
T,1700000002837,0,,167,1
Q,1700000002838,0,1.108513,,
Q,1700000002838,1,149.998930,,
T,1700000002838,0,,268,1
Q,1700000002839,0,1.108515,,
Q,1700000002839,1,149.999110,,
T,1700000002839,0,,142,1
Q,1700000002840,0,1.108519,,
Q,1700000002840,1,149.996020,,
T,1700000002840,0,,116,1
Q,1700000002841,0,1.108519,,
Q,1700000002841,1,149.998383,,
T,1700000002841,1,,283,1
Q,1700000002842,0,1.108531,,
Q,1700000002842,1,150.002153,,
T,1700000002842,1,,293,-1
Q,1700000002843,0,1.108530,,
Q,1700000002843,1,149.999678,,
T,1700000002843,1,,63,1
Q,1700000002844,0,1.108534,,
Q,1700000002844,1,150.000199,,
T,1700000002844,0,,295,-1
Q,1700000002845,0,1.108538,,
Q,1700000002845,1,149.997618,,
T,1700000002845,0,,44,-1
Q,1700000002846,0,1.108538,,
Q,1700000002846,1,150.000256,,
T,1700000002846,1,,122,1
Q,1700000002847,0,1.108538,,
Q,1700000002847,1,150.000497,,
T,1700000002847,0,,2,-1
Q,1700000002848,0,1.108542,,
Q,1700000002848,1,150.001206,,
T,1700000002848,1,,215,1
Q,1700000002849,0,1.108550,,
Q,1700000002849,1,149.999297,,
T,1700000002849,0,,118,-1
Q,1700000002850,0,1.108551,,
Q,1700000002850,1,150.000848,,
T,1700000002850,0,,0,1
Q,1700000002851,0,1.108553,,
Q,1700000002851,1,150.002175,,
T,1700000002851,0,,198,1
Q,1700000002852,0,1.108557,,
Q,1700000002852,1,149.999253,,
T,1700000002852,1,,32,1
Q,1700000002853,0,1.108559,,
Q,1700000002853,1,150.000160,,
T,1700000002853,0,,153,1
Q,1700000002854,0,1.108559,,
Q,1700000002854,1,150.002104,,
T,1700000002854,1,,56,1
Q,1700000002855,0,1.108565,,
Q,1700000002855,1,150.001618,,
T,1700000002855,0,,239,-1
Q,1700000002856,0,1.108565,,
Q,1700000002856,1,149.999317,,
T,1700000002856,0,,181,1
Q,1700000002857,0,1.108572,,
Q,1700000002857,1,150.000882,,
T,1700000002857,1,,123,-1
Q,1700000002858,0,1.108575,,
Q,1700000002858,1,150.001112,,
T,1700000002858,0,,234,-1
Q,1700000002859,0,1.108580,,
Q,1700000002859,1,149.999560,,
T,1700000002859,0,,251,-1
Q,1700000002860,0,1.108583,,
Q,1700000002860,1,150.001893,,
T,1700000002860,0,,123,1
Q,1700000002861,0,1.108584,,
Q,1700000002861,1,149.998747,,
T,1700000002861,1,,88,-1
Q,1700000002862,0,1.108586,,
Q,1700000002862,1,150.000608,,
T,1700000002862,1,,82,-1
Q,1700000002863,0,1.108588,,
Q,1700000002863,1,149.998358,,
T,1700000002863,1,,183,1
Q,1700000002864,0,1.108593,,
Q,1700000002864,1,150.002891,,
T,1700000002864,0,,85,-1
Q,1700000002865,0,1.108597,,
Q,1700000002865,1,150.000149,,
T,1700000002865,0,,204,1
Q,1700000002866,0,1.108596,,
Q,1700000002866,1,150.004297,,
T,1700000002866,1,,161,1
Q,1700000002867,0,1.108605,,
Q,1700000002867,1,149.999163,,
T,1700000002867,1,,164,-1
Q,1700000002868,0,1.108605,,
Q,1700000002868,1,150.001009,,
T,1700000002868,0,,127,1
Q,1700000002869,0,1.108610,,
Q,1700000002869,1,150.001518,,
T,1700000002869,0,,129,-1
Q,1700000002870,0,1.108612,,
Q,1700000002870,1,150.002395,,
T,1700000002870,0,,207,-1
Q,1700000002871,0,1.108611,,
Q,1700000002871,1,149.999176,,
T,1700000002871,1,,121,-1
Q,1700000002872,0,1.108619,,
Q,1700000002872,1,149.999758,,
T,1700000002872,0,,226,-1
Q,1700000002873,0,1.108621,,
Q,1700000002873,1,149.997884,,
T,1700000002873,1,,52,-1
Q,1700000002874,0,1.108621,,
Q,1700000002874,1,150.000867,,
T,1700000002874,1,,169,1
Q,1700000002875,0,1.108626,,
Q,1700000002875,1,150.000117,,
T,1700000002875,0,,60,1
Q,1700000002876,0,1.108632,,
Q,1700000002876,1,149.999682,,
T,1700000002876,1,,219,1
Q,1700000002877,0,1.108631,,
Q,1700000002877,1,150.001199,,
T,1700000002877,1,,297,-1
Q,1700000002878,0,1.108633,,
Q,1700000002878,1,150.000932,,
T,1700000002878,0,,295,1
Q,1700000002879,0,1.108636,,
Q,1700000002879,1,150.001487,,
T,1700000002879,0,,245,1
Q,1700000002880,0,1.108640,,
Q,1700000002880,1,150.000805,,
T,1700000002880,0,,1,1
Q,1700000002881,0,1.108645,,
Q,1700000002881,1,149.998337,,
T,1700000002881,1,,233,-1
Q,1700000002882,0,1.108647,,
Q,1700000002882,1,149.999146,,
T,1700000002882,0,,264,-1
Q,1700000002883,0,1.108649,,
Q,1700000002883,1,149.998646,,
T,1700000002883,1,,132,1
Q,1700000002884,0,1.108654,,
Q,1700000002884,1,150.001645,,
T,1700000002884,0,,23,-1
Q,1700000002885,0,1.108655,,
Q,1700000002885,1,150.001814,,
T,1700000002885,1,,213,-1
Q,1700000002886,0,1.108659,,
Q,1700000002886,1,149.998909,,
T,1700000002886,1,,182,-1
Q,1700000002887,0,1.108659,,
Q,1700000002887,1,149.998637,,
T,1700000002887,0,,27,1
Q,1700000002888,0,1.108665,,
Q,1700000002888,1,149.999928,,
T,1700000002888,0,,29,1
Q,1700000002889,0,1.108666,,
Q,1700000002889,1,149.999902,,
T,1700000002889,0,,147,-1
Q,1700000002890,0,1.108669,,
Q,1700000002890,1,150.001928,,
T,1700000002890,0,,59,1
Q,1700000002891,0,1.108673,,
Q,1700000002891,1,150.000625,,
T,1700000002891,0,,83,-1
Q,1700000002892,0,1.108675,,
Q,1700000002892,1,149.999011,,
T,1700000002892,1,,46,1
Q,1700000002893,0,1.108679,,
Q,1700000002893,1,150.000136,,
T,1700000002893,0,,110,-1
Q,1700000002894,0,1.108682,,
Q,1700000002894,1,150.001946,,
T,1700000002894,1,,289,1
Q,1700000002895,0,1.108684,,
Q,1700000002895,1,150.000747,,
T,1700000002895,1,,118,1
Q,1700000002896,0,1.108685,,
Q,1700000002896,1,149.999057,,
T,1700000002896,0,,115,1
Q,1700000002897,0,1.108691,,
Q,1700000002897,1,150.001244,,
T,1700000002897,1,,152,1
Q,1700000002898,0,1.108692,,
Q,1700000002898,1,149.999993,,
T,1700000002898,0,,153,1
Q,1700000002899,0,1.108695,,
Q,1700000002899,1,150.001390,,
T,1700000002899,0,,228,1
Q,1700000002900,0,1.108702,,
Q,1700000002900,1,149.997848,,
T,1700000002900,0,,214,-1
Q,1700000002901,0,1.108704,,
Q,1700000002901,1,150.001250,,
T,1700000002901,0,,191,-1
Q,1700000002902,0,1.108706,,
Q,1700000002902,1,149.999507,,
T,1700000002902,0,,162,1
Q,1700000002903,0,1.108709,,
Q,1700000002903,1,150.002026,,
T,1700000002903,0,,36,1
Q,1700000002904,0,1.108708,,
Q,1700000002904,1,149.999297,,
T,1700000002904,1,,167,-1
Q,1700000002905,0,1.108712,,
Q,1700000002905,1,149.998200,,
T,1700000002905,0,,226,-1
Q,1700000002906,0,1.108716,,
Q,1700000002906,1,150.000407,,
T,1700000002906,0,,213,1
Q,1700000002907,0,1.108720,,
Q,1700000002907,1,150.000730,,
T,1700000002907,0,,112,1
Q,1700000002908,0,1.108719,,
Q,1700000002908,1,150.001414,,
T,1700000002908,1,,213,1
Q,1700000002909,0,1.108724,,
Q,1700000002909,1,149.998243,,
T,1700000002909,0,,280,1
Q,1700000002910,0,1.108729,,
Q,1700000002910,1,150.000544,,
T,1700000002910,1,,162,1
Q,1700000002911,0,1.108732,,
Q,1700000002911,1,149.998265,,
T,1700000002911,0,,203,1
Q,1700000002912,0,1.108740,,
Q,1700000002912,1,149.999832,,
T,1700000002912,0,,111,1
Q,1700000002913,0,1.108736,,
Q,1700000002913,1,149.998677,,
T,1700000002913,0,,52,-1
Q,1700000002914,0,1.108744,,
Q,1700000002914,1,150.001025,,
T,1700000002914,1,,55,-1
Q,1700000002915,0,1.108747,,
Q,1700000002915,1,150.001151,,
T,1700000002915,0,,247,1
Q,1700000002916,0,1.108751,,
Q,1700000002916,1,150.000756,,
T,1700000002916,1,,51,-1
Q,1700000002917,0,1.108749,,
Q,1700000002917,1,149.999022,,
T,1700000002917,1,,154,-1
Q,1700000002918,0,1.108753,,
Q,1700000002918,1,150.001325,,
T,1700000002918,0,,286,1
Q,1700000002919,0,1.108758,,
Q,1700000002919,1,149.997003,,
T,1700000002919,1,,259,-1
Q,1700000002920,0,1.108764,,
Q,1700000002920,1,150.000522,,
T,1700000002920,1,,257,1
Q,1700000002921,0,1.108760,,
Q,1700000002921,1,150.001274,,
T,1700000002921,1,,205,-1
Q,1700000002922,0,1.108766,,
Q,1700000002922,1,150.000952,,
T,1700000002922,1,,106,1
Q,1700000002923,0,1.108769,,
Q,1700000002923,1,149.999825,,
T,1700000002923,0,,275,1
Q,1700000002924,0,1.108770,,
Q,1700000002924,1,149.998570,,
T,1700000002924,1,,121,-1
Q,1700000002925,0,1.108772,,
Q,1700000002925,1,149.999506,,
T,1700000002925,0,,237,1
Q,1700000002926,0,1.108777,,
Q,1700000002926,1,149.998712,,
T,1700000002926,1,,187,1
Q,1700000002927,0,1.108781,,
Q,1700000002927,1,149.998236,,
T,1700000002927,0,,191,-1
Q,1700000002928,0,1.108787,,
Q,1700000002928,1,150.001223,,
T,1700000002928,0,,88,-1
Q,1700000002929,0,1.108787,,
Q,1700000002929,1,149.999774,,
T,1700000002929,1,,181,-1
Q,1700000002930,0,1.108785,,
Q,1700000002930,1,150.000815,,
T,1700000002930,0,,294,-1
Q,1700000002931,0,1.108794,,
Q,1700000002931,1,150.000944,,
T,1700000002931,0,,254,1
Q,1700000002932,0,1.108793,,
Q,1700000002932,1,150.000100,,
T,1700000002932,1,,230,-1
Q,1700000002933,0,1.108801,,
Q,1700000002933,1,149.999046,,
T,1700000002933,1,,204,1
Q,1700000002934,0,1.108805,,
Q,1700000002934,1,150.000903,,
T,1700000002934,0,,262,-1
Q,1700000002935,0,1.108808,,
Q,1700000002935,1,149.999975,,
T,1700000002935,1,,213,1
Q,1700000002936,0,1.108803,,
Q,1700000002936,1,149.999982,,
T,1700000002936,1,,121,1
Q,1700000002937,0,1.108814,,
Q,1700000002937,1,150.001869,,
T,1700000002937,1,,290,1
Q,1700000002938,0,1.108812,,
Q,1700000002938,1,149.999044,,
T,1700000002938,0,,127,1
Q,1700000002939,0,1.108820,,
Q,1700000002939,1,150.001042,,
T,1700000002939,0,,207,1
Q,1700000002940,0,1.108817,,
Q,1700000002940,1,149.996178,,
T,1700000002940,0,,18,1
Q,1700000002941,0,1.108824,,
Q,1700000002941,1,149.998267,,
T,1700000002941,1,,125,-1
